index,material_id,energy_above_hull,band_gap,cif,composition,volume,density,atomic_density,crystal_system,space_group_symbol,space_group_number,created_at,created_at_datetime
2246,mp-20477,0.097711375500001,0.0,"# generated using pymatgen
data_BaLa(CoO3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.88561300
_cell_length_b   3.88561300
_cell_length_c   7.93077900
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaLa(CoO3)2
_chemical_formula_sum   'Ba1 La1 Co2 O6'
_cell_volume   119.73880923
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.00000000  0.00000000  0.50000000  1
  La  La1  1  0.00000000  0.00000000  0.00000000  1
  Co  Co2  1  0.49999900  0.49999900  0.75122100  1
  Co  Co3  1  0.49999900  0.49999900  0.24877800  1
  O  O4  1  0.49999900  0.49999900  0.50000000  1
  O  O5  1  0.49999900  0.00000000  0.77182100  1
  O  O6  1  0.00000000  0.49999900  0.77182100  1
  O  O7  1  0.49999900  0.00000000  0.22818000  1
  O  O8  1  0.49999900  0.49999900  0.00000000  1
  O  O9  1  0.00000000  0.49999900  0.22818000  1
",Ba1 Co2 La1 O6,119.7388092321007,6.79664623309389,6.79664623309389,tetragonal,P4/mmm,123,2011-09-30 05:38:30+00:00,2011-09-30 05:38:30+00:00
27670,mp-567705,0.0,0.0,"# generated using pymatgen
data_TiAl2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.94871003
_cell_length_b   3.94870931
_cell_length_c   12.39509586
_cell_angle_alpha   99.16541233
_cell_angle_beta   99.16540911
_cell_angle_gamma   90.00000582
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiAl2
_chemical_formula_sum   'Ti4 Al8'
_cell_volume   188.30075890
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.54700349  0.79700349  0.59400597  1
  Ti  Ti1  1  0.29700349  0.04700349  0.09400597  1
  Ti  Ti2  1  0.70299651  0.95299651  0.90599403  1
  Ti  Ti3  1  0.45299651  0.20299651  0.40599403  1
  Al  Al4  1  0.78862050  0.53862050  0.07723999  1
  Al  Al5  1  0.62503416  0.37503416  0.75006833  1
  Al  Al6  1  0.12496584  0.87496584  0.74993167  1
  Al  Al7  1  0.21137950  0.46137950  0.92276001  1
  Al  Al8  1  0.03862050  0.28862050  0.57723999  1
  Al  Al9  1  0.37496584  0.62496584  0.24993167  1
  Al  Al10  1  0.87503416  0.12503416  0.25006833  1
  Al  Al11  1  0.96137950  0.71137950  0.42276001  1
",Al2 Ti1,188.30075858206916,3.5919732422754342,3.5919732422754342,tetragonal,I4_1/amd,141,2014-02-16 07:23:32+00:00,2014-02-16 07:23:32+00:00
4720,mp-1204968,0.035853940169065,0.0,"# generated using pymatgen
data_Ce4(TmS2)11
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   19.59585179
_cell_length_b   19.59585179
_cell_length_c   11.31532561
_cell_angle_alpha   88.61184172
_cell_angle_beta   88.61184172
_cell_angle_gamma   11.51514356
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ce4(TmS2)11
_chemical_formula_sum   'Ce4 Tm11 S22'
_cell_volume   867.13296240
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ce  Ce0  1  0.10396700  0.10396700  0.98806300  1
  Ce  Ce1  1  0.89603300  0.89603300  0.01193700  1
  Ce  Ce2  1  0.36728200  0.36728200  0.65251900  1
  Ce  Ce3  1  0.63271800  0.63271800  0.34748100  1
  Tm  Tm4  1  0.79810700  0.79810700  0.94179600  1
  Tm  Tm5  1  0.20189300  0.20189300  0.05820400  1
  Tm  Tm6  1  0.46175600  0.46175600  0.72893900  1
  Tm  Tm7  1  0.53824400  0.53824400  0.27106100  1
  Tm  Tm8  1  0.65761500  0.65761500  0.69781800  1
  Tm  Tm9  1  0.34238500  0.34238500  0.30218200  1
  Tm  Tm10  1  0.26412200  0.26412200  0.64797300  1
  Tm  Tm11  1  0.73587800  0.73587800  0.35202700  1
  Tm  Tm12  1  0.06950900  0.06950900  0.64022600  1
  Tm  Tm13  1  0.93049100  0.93049100  0.35977400  1
  Tm  Tm14  1  0.00000000  0.00000000  0.00000000  1
  S  S15  1  0.08760300  0.08760300  0.24844300  1
  S  S16  1  0.91239700  0.91239700  0.75155700  1
  S  S17  1  0.18858900  0.18858900  0.30787600  1
  S  S18  1  0.81141100  0.81141100  0.69212400  1
  S  S19  1  0.27996100  0.27996100  0.40977600  1
  S  S20  1  0.72003900  0.72003900  0.59022400  1
  S  S21  1  0.44583000  0.44583000  0.50451800  1
  S  S22  1  0.55417000  0.55417000  0.49548200  1
  S  S23  1  0.13481100  0.13481100  0.54580500  1
  S  S24  1  0.86518900  0.86518900  0.45419500  1
  S  S25  1  0.59296200  0.59296200  0.78860100  1
  S  S26  1  0.40703800  0.40703800  0.21139900  1
  S  S27  1  0.45281100  0.45281100  0.96847500  1
  S  S28  1  0.54718900  0.54718900  0.03152500  1
  S  S29  1  0.35111300  0.35111300  0.90857300  1
  S  S30  1  0.64888700  0.64888700  0.09142700  1
  S  S31  1  0.16830900  0.16830900  0.84876000  1
  S  S32  1  0.83169100  0.83169100  0.15124000  1
  S  S33  1  0.00786400  0.00786400  0.76044200  1
  S  S34  1  0.99213600  0.99213600  0.23955800  1
  S  S35  1  0.25515400  0.25515400  0.88063800  1
  S  S36  1  0.74484600  0.74484600  0.11936200  1
",Ce4 S22 Tm11,867.1329623955098,5.982712089946691,5.982712089946691,monoclinic,C2/m,12,2018-08-05 09:00:15.406000+00:00,2018-08-05 09:00:15.406000+00:00
22748,mp-15317,0.001350647999999,6.481899999999999,"# generated using pymatgen
data_Rb2NaHoF6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.34921220
_cell_length_b   6.34921220
_cell_length_c   6.34921220
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Rb2NaHoF6
_chemical_formula_sum   'Rb2 Na1 Ho1 F6'
_cell_volume   180.98581086
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Rb  Rb0  1  0.75000000  0.75000000  0.75000000  1
  Rb  Rb1  1  0.25000000  0.25000000  0.25000000  1
  Na  Na2  1  0.00000000  0.00000000  0.00000000  1
  Ho  Ho3  1  0.50000000  0.50000000  0.50000000  1
  F  F4  1  0.74173800  0.74173800  0.25826200  1
  F  F5  1  0.74173800  0.25826200  0.74173800  1
  F  F6  1  0.25826200  0.74173800  0.25826200  1
  F  F7  1  0.74173800  0.25826200  0.25826200  1
  F  F8  1  0.25826200  0.25826200  0.74173800  1
  F  F9  1  0.25826200  0.74173800  0.74173800  1
",F6 Ho1 Na1 Rb2,180.9858110796887,4.338348028686664,4.338348028686664,cubic,Fm-3m,225,2011-05-29 07:44:23+00:00,2011-05-29 07:44:23+00:00
20490,mp-973410,0.025015092708326,0.0,"# generated using pymatgen
data_NdAl2Cu9
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.83828311
_cell_length_b   7.83828311
_cell_length_c   7.83828311
_cell_angle_alpha   100.12655018
_cell_angle_beta   100.12655018
_cell_angle_gamma   130.41762809
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NdAl2Cu9
_chemical_formula_sum   'Nd2 Al4 Cu18'
_cell_volume   332.85194973
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  0.00000000  0.00000000  -0.00000000  1
  Nd  Nd1  1  0.25000000  0.75000000  0.50000000  1
  Al  Al2  1  0.62498423  0.87497747  0.24999324  1
  Al  Al3  1  0.62498423  0.37499098  0.75000676  1
  Al  Al4  1  0.62500902  0.37501577  0.24999324  1
  Al  Al5  1  0.12502253  0.37501577  0.75000676  1
  Cu  Cu6  1  0.89999314  0.56823317  0.08471509  1
  Cu  Cu7  1  0.48351807  0.81527805  0.91528491  1
  Cu  Cu8  1  0.76646786  0.18175669  0.83174964  1
  Cu  Cu9  1  0.35000705  0.93471822  0.16825036  1
  Cu  Cu10  1  0.43176683  0.10000686  0.91528491  1
  Cu  Cu11  1  0.18472195  0.51648193  0.08471509  1
  Cu  Cu12  1  0.81824331  0.23353214  0.16825036  1
  Cu  Cu13  1  0.06528178  0.64999295  0.83174964  1
  Cu  Cu14  1  0.35000705  0.18175669  0.41528883  1
  Cu  Cu15  1  0.76646786  0.93471822  0.58471117  1
  Cu  Cu16  1  0.48351807  0.56823317  0.66824003  1
  Cu  Cu17  1  0.89999314  0.81527805  0.33175997  1
  Cu  Cu18  1  0.81824331  0.64999295  0.58471117  1
  Cu  Cu19  1  0.06528178  0.23353214  0.41528883  1
  Cu  Cu20  1  0.43176683  0.51648193  0.33175997  1
  Cu  Cu21  1  0.18472195  0.10000686  0.66824003  1
  Cu  Cu22  1  0.75000000  0.25000000  0.50000000  1
  Cu  Cu23  1  0.50000000  0.50000000  -0.00000000  1
",Al2 Cu9 Nd1,332.8519499673042,7.683973703845412,7.683973703845412,tetragonal,I4_1/amd,141,2015-09-16 07:34:53+00:00,2015-09-16 07:34:53+00:00
10917,mp-696701,0.002436167968747,3.3046,"# generated using pymatgen
data_HPbClO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   9.76857322
_cell_length_b   4.02877364
_cell_length_c   7.10329907
_cell_angle_alpha   90.00000514
_cell_angle_beta   90.00001507
_cell_angle_gamma   89.99999145
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HPbClO
_chemical_formula_sum   'H4 Pb4 Cl4 O4'
_cell_volume   279.55296517
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  H  H0  1  0.38612462  0.25000000  0.71745572  1
  H  H1  1  0.11388054  0.24999998  0.21743545  1
  H  H2  1  0.61388050  0.75000000  0.28256455  1
  H  H3  1  0.88612459  0.75000005  0.78254420  1
  Pb  Pb4  1  0.41192558  0.24999976  0.29731160  1
  Pb  Pb5  1  0.08807407  0.25000003  0.79731298  1
  Pb  Pb6  1  0.58807382  0.75000019  0.70268725  1
  Pb  Pb7  1  0.91192528  0.74999996  0.20268833  1
  Cl  Cl8  1  0.67653111  0.24999998  0.06135471  1
  Cl  Cl9  1  0.82346902  0.25000003  0.56135439  1
  Cl  Cl10  1  0.32346905  0.75000004  0.93864558  1
  Cl  Cl11  1  0.17653115  0.74999997  0.43864525  1
  O  O12  1  0.46104353  0.25000000  0.62781775  1
  O  O13  1  0.03895180  0.25000004  0.12782274  1
  O  O14  1  0.53895182  0.74999994  0.37217726  1
  O  O15  1  0.96104352  0.75000002  0.87218224  1
",Cl1 H1 O1 Pb1,279.552965174382,6.169509079613413,6.169509079613413,orthorhombic,Pnma,62,2014-05-03 18:15:39+00:00,2014-05-03 18:15:39+00:00
29057,mp-568771,0.0,0.0,"# generated using pymatgen
data_Sr3(B3Rh4)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.57842294
_cell_length_b   5.71801087
_cell_length_c   8.99565793
_cell_angle_alpha   81.30083180
_cell_angle_beta   71.93703405
_cell_angle_gamma   60.80430121
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sr3(B3Rh4)2
_chemical_formula_sum   'Sr3 B6 Rh8'
_cell_volume   238.14090714
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.31686336  -0.00000000  0.36627329  1
  Sr  Sr1  1  0.50000000  -0.00000000  0.00000000  1
  Sr  Sr2  1  0.68313664  0.00000000  0.63372671  1
  B  B3  1  0.99600248  0.66982620  0.33816685  1
  B  B4  1  0.00399752  0.33017380  0.66183315  1
  B  B5  1  0.16426384  0.67147131  -0.00000000  1
  B  B6  1  0.66582967  0.33017380  0.33816685  1
  B  B7  1  0.33417033  0.66982620  0.66183315  1
  B  B8  1  0.83573616  0.32852869  0.00000000  1
  Rh  Rh9  1  0.41574433  0.50000000  0.16851335  1
  Rh  Rh10  1  0.91330445  0.00000000  0.17339110  1
  Rh  Rh11  1  0.91574433  0.50000000  0.16851335  1
  Rh  Rh12  1  0.75000000  0.50000000  0.50000000  1
  Rh  Rh13  1  0.08425567  0.50000000  0.83148665  1
  Rh  Rh14  1  0.58425567  0.50000000  0.83148665  1
  Rh  Rh15  1  0.25000000  0.50000000  0.50000000  1
  Rh  Rh16  1  0.08669555  -0.00000000  0.82660890  1
",B6 Rh8 Sr3,238.14090738574487,8.02562933490048,8.02562933490048,orthorhombic,Fmmm,69,2014-02-24 13:54:51+00:00,2014-02-24 13:54:51+00:00
18837,mp-14782,0.0,0.0,"# generated using pymatgen
data_Na6MnTe4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   10.03276867
_cell_length_b   10.03267787
_cell_length_c   7.68020482
_cell_angle_alpha   90.00001454
_cell_angle_beta   89.99998701
_cell_angle_gamma   119.99978996
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Na6MnTe4
_chemical_formula_sum   'Na12 Mn2 Te8'
_cell_volume   669.48680165
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.15020357  0.84979820  0.54324250  1
  Na  Na1  1  0.30041103  0.15019803  0.04323401  1
  Na  Na2  1  0.84980084  0.69958955  0.04323283  1
  Na  Na3  1  0.15019921  0.30041058  0.54323264  1
  Na  Na4  1  0.69958900  0.84980191  0.54323376  1
  Na  Na5  1  0.84979666  0.15020175  0.04324224  1
  Na  Na6  1  0.52780344  0.47219649  0.37176734  1
  Na  Na7  1  0.05563076  0.52782376  0.87174336  1
  Na  Na8  1  0.47217613  0.94436912  0.87174357  1
  Na  Na9  1  0.52782378  0.05563091  0.37174344  1
  Na  Na10  1  0.94436920  0.47217630  0.37174316  1
  Na  Na11  1  0.47219658  0.52780356  0.87176724  1
  Mn  Mn12  1  0.33333320  0.66665763  0.25004845  1
  Mn  Mn13  1  0.66666656  0.33334280  0.75004805  1
  Te  Te14  1  0.33333310  0.66666343  0.60727513  1
  Te  Te15  1  0.66666697  0.33333602  0.10727273  1
  Te  Te16  1  0.18418413  0.81581346  0.14147595  1
  Te  Te17  1  0.36836576  0.18417364  0.64147969  1
  Te  Te18  1  0.81581467  0.63165896  0.64146178  1
  Te  Te19  1  0.18418712  0.36834225  0.14146075  1
  Te  Te20  1  0.63163310  0.81582569  0.14148030  1
  Te  Te21  1  0.81581520  0.18418598  0.64147410  1
",Mn1 Na6 Te4,669.4868018466152,3.4886972173240545,3.4886972173240545,hexagonal,P6_3mc,186,2011-06-06 17:07:50+00:00,2011-06-06 17:07:50+00:00
483,mp-541111,0.004792483437496,4.2234,"# generated using pymatgen
data_AlGaCl4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   9.94532544
_cell_length_b   7.22061837
_cell_length_c   11.57444537
_cell_angle_alpha   54.06032520
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   AlGaCl4
_chemical_formula_sum   'Al4 Ga4 Cl16'
_cell_volume   672.95042883
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.54083411  0.43049671  0.31637536  1
  Al  Al1  1  0.04083411  0.56950329  0.18362464  1
  Al  Al2  1  0.45916589  0.56950329  0.68362464  1
  Al  Al3  1  0.95916589  0.43049671  0.81637536  1
  Ga  Ga4  1  0.28473730  0.92517998  0.21446288  1
  Ga  Ga5  1  0.78473730  0.07482002  0.28553712  1
  Ga  Ga6  1  0.71526270  0.07482002  0.78553712  1
  Ga  Ga7  1  0.21526270  0.92517998  0.71446288  1
  Cl  Cl8  1  0.92979995  0.79218899  0.67597548  1
  Cl  Cl9  1  0.42979995  0.20781101  0.82402452  1
  Cl  Cl10  1  0.07020005  0.20781101  0.32402452  1
  Cl  Cl11  1  0.57020005  0.79218899  0.17597548  1
  Cl  Cl12  1  0.71594577  0.25917866  0.44702769  1
  Cl  Cl13  1  0.21594577  0.74082134  0.05297231  1
  Cl  Cl14  1  0.28405423  0.74082134  0.55297231  1
  Cl  Cl15  1  0.78405423  0.25917866  0.94702769  1
  Cl  Cl16  1  0.01892258  0.71203687  0.30200337  1
  Cl  Cl17  1  0.51892258  0.28796313  0.19799663  1
  Cl  Cl18  1  0.98107742  0.28796313  0.69799663  1
  Cl  Cl19  1  0.48107742  0.71203687  0.80200337  1
  Cl  Cl20  1  0.63409200  0.62710750  0.55888639  1
  Cl  Cl21  1  0.13409200  0.37289250  0.94111361  1
  Cl  Cl22  1  0.36590800  0.37289250  0.44111361  1
  Cl  Cl23  1  0.86590800  0.62710750  0.05888639  1
",Al1 Cl4 Ga1,672.9504287393554,2.354206277397397,2.354206277397397,monoclinic,P2_1/c,14,2013-10-10 22:34:12+00:00,2013-10-10 22:34:12+00:00
21428,mp-615850,0.022925337788462,2.4821,"# generated using pymatgen
data_Pb2Se(NO4)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.62790600
_cell_length_b   6.95379200
_cell_length_c   10.50141600
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Pb2Se(NO4)2
_chemical_formula_sum   'Pb4 Se2 N4 O16'
_cell_volume   410.97593662
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pb  Pb0  1  0.50000000  0.76984700  0.01680700  1
  Pb  Pb1  1  0.50000000  0.50191200  0.66901900  1
  Pb  Pb2  1  0.00000000  0.00191200  0.33098100  1
  Pb  Pb3  1  0.00000000  0.26984700  0.98319300  1
  Se  Se4  1  0.00000000  0.79711400  0.81483400  1
  Se  Se5  1  0.50000000  0.29711400  0.18516600  1
  N  N6  1  0.00000000  0.36971200  0.51656200  1
  N  N7  1  0.50000000  0.86971200  0.48343800  1
  N  N8  1  0.00000000  0.59497100  0.18640800  1
  N  N9  1  0.50000000  0.09497100  0.81359200  1
  O  O10  1  0.69018700  0.17670900  0.77725900  1
  O  O11  1  0.00000000  0.47000500  0.61759000  1
  O  O12  1  0.00000000  0.91776900  0.95860800  1
  O  O13  1  0.30981300  0.17670900  0.77725900  1
  O  O14  1  0.19598100  0.31841300  0.46678200  1
  O  O15  1  0.50000000  0.97000500  0.38241000  1
  O  O16  1  0.25899000  0.14429500  0.15620600  1
  O  O17  1  0.80401900  0.31841300  0.46678200  1
  O  O18  1  0.74101000  0.14429500  0.15620600  1
  O  O19  1  0.75899000  0.64429500  0.84379400  1
  O  O20  1  0.50000000  0.41776900  0.04139200  1
  O  O21  1  0.80981300  0.67670900  0.22274100  1
  O  O22  1  0.24101000  0.64429500  0.84379400  1
  O  O23  1  0.19018700  0.67670900  0.22274100  1
  O  O24  1  0.69598100  0.81841300  0.53321800  1
  O  O25  1  0.30401900  0.81841300  0.53321800  1
",N2 O8 Pb2 Se1,410.97593662270697,5.247518573914996,5.247518573914996,orthorhombic,Pmn2_1,31,2013-06-08 23:45:25+00:00,2013-06-08 23:45:25+00:00
31088,mp-11532,0.0,0.0,"# generated using pymatgen
data_Zn11Ni2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.64044819
_cell_length_b   7.64044819
_cell_length_c   7.64044819
_cell_angle_alpha   109.47122063
_cell_angle_beta   109.47122063
_cell_angle_gamma   109.47122063
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Zn11Ni2
_chemical_formula_sum   'Zn22 Ni4'
_cell_volume   343.34807340
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.20971506  -0.00000000  0.00000000  1
  Zn  Zn1  1  -0.00000000  0.20971506  0.00000000  1
  Zn  Zn2  1  0.00000000  -0.00000000  0.20971506  1
  Zn  Zn3  1  0.79028494  0.79028494  0.79028494  1
  Zn  Zn4  1  0.00000000  0.64500874  0.64500874  1
  Zn  Zn5  1  0.35499126  -0.00000000  0.35499126  1
  Zn  Zn6  1  0.35499126  0.35499126  -0.00000000  1
  Zn  Zn7  1  -0.00000000  0.35499126  0.35499126  1
  Zn  Zn8  1  0.64500874  0.00000000  0.64500874  1
  Zn  Zn9  1  0.64500874  0.64500874  0.00000000  1
  Zn  Zn10  1  0.35122972  0.73715139  -0.00000000  1
  Zn  Zn11  1  0.61407833  0.26284861  0.26284861  1
  Zn  Zn12  1  0.35122972  0.00000000  0.73715139  1
  Zn  Zn13  1  0.73715139  0.35122972  -0.00000000  1
  Zn  Zn14  1  -0.00000000  0.35122972  0.73715139  1
  Zn  Zn15  1  0.26284861  0.61407833  0.26284861  1
  Zn  Zn16  1  0.26284861  0.26284861  0.61407833  1
  Zn  Zn17  1  -0.00000000  0.73715139  0.35122972  1
  Zn  Zn18  1  0.73715139  0.00000000  0.35122972  1
  Zn  Zn19  1  0.64877028  0.64877028  0.38592167  1
  Zn  Zn20  1  0.38592167  0.64877028  0.64877028  1
  Zn  Zn21  1  0.64877028  0.38592167  0.64877028  1
  Ni  Ni22  1  0.65684980  -0.00000000  0.00000000  1
  Ni  Ni23  1  0.00000000  0.65684980  -0.00000000  1
  Ni  Ni24  1  0.00000000  -0.00000000  0.65684980  1
  Ni  Ni25  1  0.34315020  0.34315020  0.34315020  1
",Ni2 Zn11,343.3480732722836,8.094884901377135,8.094884901377135,cubic,I-43m,217,2011-08-10 11:14:58+00:00,2011-08-10 11:14:58+00:00
20659,mp-1190769,0.0,0.0,"# generated using pymatgen
data_NdIn2Ni9
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.86127300
_cell_length_b   8.28084000
_cell_length_c   8.28084000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NdIn2Ni9
_chemical_formula_sum   'Nd2 In4 Ni18'
_cell_volume   333.34872453
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  0.00000000  0.50000000  0.50000000  1
  Nd  Nd1  1  0.00000000  0.00000000  0.00000000  1
  In  In2  1  0.00000000  0.62400400  0.12400400  1
  In  In3  1  0.00000000  0.37599600  0.87599600  1
  In  In4  1  0.00000000  0.87599600  0.62400400  1
  In  In5  1  0.00000000  0.12400400  0.37599600  1
  Ni  Ni6  1  0.75193900  0.17664500  0.67664500  1
  Ni  Ni7  1  0.75193900  0.82335500  0.32335500  1
  Ni  Ni8  1  0.75193900  0.32335500  0.17664500  1
  Ni  Ni9  1  0.75193900  0.67664500  0.82335500  1
  Ni  Ni10  1  0.24806100  0.82335500  0.32335500  1
  Ni  Ni11  1  0.24806100  0.17664500  0.67664500  1
  Ni  Ni12  1  0.24806100  0.67664500  0.82335500  1
  Ni  Ni13  1  0.24806100  0.32335500  0.17664500  1
  Ni  Ni14  1  0.50000000  0.70883100  0.56445000  1
  Ni  Ni15  1  0.50000000  0.29116900  0.43555000  1
  Ni  Ni16  1  0.50000000  0.79116900  0.06445000  1
  Ni  Ni17  1  0.50000000  0.20883100  0.93555000  1
  Ni  Ni18  1  0.50000000  0.56445000  0.29116900  1
  Ni  Ni19  1  0.50000000  0.43555000  0.70883100  1
  Ni  Ni20  1  0.50000000  0.06445000  0.20883100  1
  Ni  Ni21  1  0.50000000  0.93555000  0.79116900  1
  Ni  Ni22  1  0.50000000  0.00000000  0.50000000  1
  Ni  Ni23  1  0.50000000  0.50000000  0.00000000  1
",In2 Nd1 Ni9,333.3487245252534,8.987604090778094,8.987604090778094,tetragonal,P4/mbm,127,2018-07-20 05:02:40.377000+00:00,2018-07-20 05:02:40.377000+00:00
